Location,Latitude,Longitude,Date,Parameter,Sample Fraction,Value,Unit,Organization
ROCKY BROOK MAIN ST OUTLET PEDDIE LAKE,40.270277,-74.52275,2019-09-20,Nitrate + Nitrite,Unfiltered,0.824,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-05-21,Orthophosphate,Dissolved,0.0243999995,mg/L,Delaware River Basin Commission
ROCKY BROOK MAIN ST OUTLET PEDDIE LAKE,40.270277,-74.52275,2019-09-20,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.403,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-04-09,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.7620000243,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-06-12,"Phosphorus, hydrolyzable",Total,0.0366999991,mg/L,Delaware River Basin Commission
Millstone River at Cranbury Rd,40.293235,-74.526912,2019-09-20,Nitrate + Nitrite,Unfiltered,0.323,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-09-23,Orthophosphate,Dissolved,0.074500002,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-02-14,Phosphorus,Total,0.0309999995,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-08-21,"Phosphorus, hydrolyzable",Dissolved,0.065200001,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-09-23,Phosphorus,Dissolved,0.0834999979,mg/L,Delaware River Basin Commission
MILLSTONE RIVER OUTLET CARNEGIE LK,40.373805,-74.620222,2019-09-20,Nitrate + Nitrite,Unfiltered,1.27,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-06-25,Phosphorus,Total,0.0513000004,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-09-19,Kjeldahl nitrogen,Total,0.1840000004,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-03-12,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,2.3429999352,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-02-14,Orthophosphate,Dissolved,0.0187999997,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-11-19,Phosphorus,Total,0.0573000014,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-05-21,Kjeldahl nitrogen,Total,0.3880000114,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-12-10,Kjeldahl nitrogen,Total,0.3160000145,mg/L,Delaware River Basin Commission
STONY BROOK OLD MILL RD,40.331277,-74.767166,2019-07-03,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.277,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-01-15,Phosphorus,Dissolved,0.0285999998,mg/L,Delaware River Basin Commission
UNNAMED TRIB TO STONY BROOK 17184 VAN DYKE RD,40.403388,-74.801666,2019-07-03,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.197,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-09-23,"Phosphorus, hydrolyzable",Dissolved,0.0852999985,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-06-12,Phosphorus,Total,0.2319999933,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-01-29,Ammonia-nitrogen,Dissolved,0.0155999996,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-05-21,Phosphorus,Total,0.1870000064,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-09-10,Kjeldahl nitrogen,Total,0.200000003,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-01-29,Orthophosphate,Dissolved,0.0161000006,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-02-26,Orthophosphate,Dissolved,0.0137999998,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-09-19,Kjeldahl nitrogen,Total,0.6710000038,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-09-23,Kjeldahl nitrogen,Dissolved,0.6119999886,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-04-23,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.6650000215,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-07-15,Orthophosphate,Dissolved,0.0425999984,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-03-12,Phosphorus,Dissolved,0.0432000011,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-03-26,Kjeldahl nitrogen,Dissolved,0.2450000048,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-01-29,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.9950000048,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-09-23,Kjeldahl nitrogen,Dissolved,0.173999995,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-04-02,Orthophosphate,Dissolved,0.1389999986,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-05-07,Phosphorus,Total,0.0559,mg/L,Delaware River Basin Commission
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2019-01-14,"Total Phosphorus, mixed forms","Filtered, field",0.0157,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-08-13,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.1799999475,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-04-02,Kjeldahl nitrogen,Total,0.5040000081,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-08-21,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.0399999619,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-06-12,Orthophosphate,Dissolved,0.0310999993,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-08-13,Orthophosphate,Dissolved,0.0496999994,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-10-10,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.5399999619,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-03-12,Kjeldahl nitrogen,Total,0.3659999967,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-07-23,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.3099999428,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-04-23,Kjeldahl nitrogen,Dissolved,0.2199999988,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-09-23,Phosphorus,Total,0.0856999978,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-01-15,"Phosphorus, hydrolyzable",Total,0.0307999998,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-11-19,Kjeldahl nitrogen,Dissolved,0.2800000012,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-06-12,Kjeldahl nitrogen,Total,0.1930000037,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-03-12,Phosphorus,Total,0.0806000009,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-06-04,Orthophosphate,Dissolved,0.0241999999,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-05-21,Orthophosphate,Dissolved,0.0965000018,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-02-26,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.1399999857,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-08-21,Kjeldahl nitrogen,Total,0.2300000042,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-03-26,Phosphorus,Dissolved,0.0155999996,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-10-10,Kjeldahl nitrogen,Total,0.173999995,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-08-21,Phosphorus,Dissolved,0.0625,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-12-10,Orthophosphate,Dissolved,0.0461999997,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-10-24,Kjeldahl nitrogen,Total,0.2569999993,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-06-04,Phosphorus,Total,0.0456000008,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-06-12,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.8500000238,mg/L,Delaware River Basin Commission
Woodsville Brook at State Route 31,40.382672,-74.817963,2019-07-19,"Total Phosphorus, mixed forms",Unfiltered,0.0395,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
UNNAMED TRIB TO STONY BROOK 17184 VAN DYKE RD,40.403388,-74.801666,2019-07-03,Nitrate + Nitrite,Unfiltered,0.265,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-07-23,Ammonia-nitrogen,Dissolved,0.0291000009,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-04-25,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,2.510999918,mg/L,Delaware River Basin Commission
"BIG BEAR BROOK AT OLD TRENTON ROAD, RT 535",40.278111,-74.576939,2019-08-23,"Total Phosphorus, mixed forms",Unfiltered,0.143,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-01-29,Phosphorus,Total,0.0252999999,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-07-23,Phosphorus,Total,0.0969000012,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-11-12,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.1299999952,mg/L,Delaware River Basin Commission
Little Bear Brook at County Rte 571 (Washington Rd),40.322612,-74.626517,2019-08-23,"Total Phosphorus, mixed forms",Unfiltered,0.0534,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-09-19,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,7.5,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-08-13,Phosphorus,Total,0.0623000003,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-08-21,"Phosphorus, hydrolyzable",Total,0.072300002,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-04-02,Kjeldahl nitrogen,Dissolved,0.5049999952,mg/L,Delaware River Basin Commission
STONY BROOK RT 206,40.33325,-74.682194,2019-07-09,"Total Phosphorus, mixed forms",Unfiltered,0.125,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-04-25,Orthophosphate,Dissolved,0.1650000066,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-08-20,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,4.0799999237,mg/L,Delaware River Basin Commission
Millstone River at Cranbury Rd,40.293235,-74.526912,2019-09-20,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.323,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK RT 206,40.33325,-74.682194,2019-07-09,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.364,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-05-21,Kjeldahl nitrogen,Dissolved,0.1930000037,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2019-04-02,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,2.4089999199,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-01-15,Ammonia-nitrogen,Dissolved,0.0132999998,mg/L,Delaware River Basin Commission
Shabakunk Ck trib off Bull Run Rd,40.289343,-74.784342,2019-01-14,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.271,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
MILLSTONE RIVER OUTLET CARNEGIE LK,40.373805,-74.620222,2019-09-20,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.547,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-06-12,Phosphorus,Total,0.0458000004,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-09-19,"Phosphorus, hydrolyzable",Dissolved,0.0811000019,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-07-15,Kjeldahl nitrogen,Total,0.2700000107,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-11-19,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.3899999857,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-04-09,Kjeldahl nitrogen,Dissolved,0.1879999936,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2019-03-12,"Phosphorus, hydrolyzable",Dissolved,0.0359000005,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-24,Orthophosphate,Dissolved,0.0234999992,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-24,Phosphorus,Total,0.0335000008,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-09-03,Orthophosphate,Dissolved,0.0285999998,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-09-03,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.7979999781,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-03-10,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.8159999847,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-24,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.7919999957,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-24,Phosphorus,Dissolved,0.0286999997,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-03-10,Kjeldahl nitrogen,Total,0.1190000027,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2020-08-20,Phosphorus,Total,0.5400000215,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-03-10,Phosphorus,Total,0.0262000002,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2020-08-20,Orthophosphate,Dissolved,0.4880000055,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-13,Phosphorus,Total,0.0627000034,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-24,Kjeldahl nitrogen,Dissolved,0.1630000025,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2020-08-20,Ammonia-nitrogen,Dissolved,0.0229000002,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2020-08-20,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,3.9800000191,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-13,Orthophosphate,Dissolved,0.0375000015,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-13,Kjeldahl nitrogen,Dissolved,0.1920000017,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2020-08-20,Kjeldahl nitrogen,Total,0.5870000124,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-13,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,1.0900000334,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-24,Ammonia-nitrogen,Dissolved,0.0124000004,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-09-03,Kjeldahl nitrogen,Total,0.199000001,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-13,Kjeldahl nitrogen,Total,0.3120000064,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-09-03,Phosphorus,Total,0.0436000004,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-09-03,Kjeldahl nitrogen,Dissolved,0.1710000038,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-03-10,Orthophosphate,Dissolved,0.0143999998,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-24,Kjeldahl nitrogen,Total,0.1889999956,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-09-03,Ammonia-nitrogen,Dissolved,0.0096899997,mg/L,Delaware River Basin Commission
Assunpink Creek at Mill Hill Park,40.21826,-74.763063,2020-08-20,Kjeldahl nitrogen,Dissolved,0.4639999866,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-08-13,Phosphorus,Dissolved,0.0432999991,mg/L,Delaware River Basin Commission
"Delaware River at Calhoun Street Bridge, Trenton",40.22032,-74.7777,2020-09-03,Phosphorus,Dissolved,0.0392000005,mg/L,Delaware River Basin Commission
PLEASANT RUN AT EXTONVILLE ROAD,40.148504,-74.599329,2021-08-06,"Total Phosphorus, mixed forms",Unfiltered,0.0294,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Doctors Ck at S Broad St off Rt 130,40.176397,-74.668605,2021-08-09,Nitrate + Nitrite,Unfiltered,0.727,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Beden Bk CR 569,40.38208469,-74.75083523,2021-10-05,"Total Phosphorus, mixed forms",Unfiltered,0.0863,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2021-08-23,Fecal Coliform,,920.0,#/100mL,Delaware River Basin Commission
Mountain Bk Trib private lane off Mountain Ave,40.35880771,-74.6752149,2021-08-26,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.155,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
PLEASANT RUN AT EXTONVILLE ROAD,40.148504,-74.599329,2021-08-06,Nitrate + Nitrite,Unfiltered,1.07,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2021-07-20,Fecal Coliform,,540.0,#/100mL,Delaware River Basin Commission
PLEASANT RUN AT EXTONVILLE ROAD,40.148504,-74.599329,2021-08-06,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.213,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stoney Brook,40.371827,-74.78955,2021-06-15,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.24,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BACK CREEK AT YARDVILLE-HAMILTON SQUARE ROAD,40.192195,-74.665327,2021-08-09,Nitrate + Nitrite,Unfiltered,0.298,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stoney Brook,40.371827,-74.78955,2021-06-15,"Total Phosphorus, mixed forms",Unfiltered,0.051,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2021-08-23,Enterococcus,,2419.6,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2021-07-26,Escherichia coli,,25.6,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2021-08-23,Escherichia coli,,1119.9,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2021-08-09,Fecal Coliform,,11.0,#/100mL,Delaware River Basin Commission
Mountain Bk Trib private lane off Mountain Ave,40.35880771,-74.6752149,2021-08-26,"Total Phosphorus, mixed forms",Unfiltered,0.0971,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stoney Brook,40.371827,-74.78955,2021-06-15,Nitrate + Nitrite,Unfiltered,0.674,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2021-07-26,Enterococcus,,18.5,#/100mL,Delaware River Basin Commission
Beden Bk CR 569,40.38208469,-74.75083523,2021-10-05,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.2,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Beden Brook,40.390583,-74.734222,2021-06-14,Nitrate + Nitrite,Unfiltered,0.874,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2021-07-26,Fecal Coliform,,79.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2021-07-20,Escherichia coli,,727.0,#/100mL,Delaware River Basin Commission
Beden Brook,40.390583,-74.734222,2021-06-14,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.271,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BACK CREEK AT YARDVILLE-HAMILTON SQUARE ROAD,40.192195,-74.665327,2021-08-09,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.533,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Beden Brook,40.390583,-74.734222,2021-06-14,"Total Phosphorus, mixed forms",Unfiltered,0.356,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BACK CREEK AT YARDVILLE-HAMILTON SQUARE ROAD,40.192195,-74.665327,2021-08-09,"Total Phosphorus, mixed forms",Unfiltered,0.0514,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Doctors Ck at S Broad St off Rt 130,40.176397,-74.668605,2021-08-09,Total Kjeldahl nitrogen (Organic N & NH3),Unfiltered,0.231,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Beden Bk CR 569,40.38208469,-74.75083523,2021-10-05,Nitrate + Nitrite,Unfiltered,0.67,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Doctors Ck at S Broad St off Rt 130,40.176397,-74.668605,2021-08-09,"Total Phosphorus, mixed forms",Unfiltered,0.0426,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Mountain Bk Trib private lane off Mountain Ave,40.35880771,-74.6752149,2021-08-26,Nitrate + Nitrite,Unfiltered,1.64,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2021-08-09,Escherichia coli,,13.2,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2021-07-20,Enterococcus,,2419.6,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2021-08-09,Enterococcus,,1.0,#/100mL,Delaware River Basin Commission
Millstone River at Cranbury Rd,40.293235,-74.526912,2022-04-12,Ammonia,"Filtered, field",0.083,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2022-08-02,"Total Phosphorus, mixed forms",Unfiltered,0.0381,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BROOK OLD MILL RD,40.331277,-74.767166,2022-05-13,"Total Phosphorus, mixed forms","Filtered, field",0.066,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook trib 3 near Hopewell,40.403333,-74.801667,2022-10-19,Total Kjeldahl nitrogen (Organic N & NH3),"Filtered, field",0.252,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
"ROCKY BROOK ON RT 33, HIGHTSTOWN",40.27029,-74.52274,2022-09-22,Escherichia coli,Total,4.1,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
